Modalità;Punteggio AI;Consiglio;Titolo;Azienda;Sede;Fonte;Programmazione richiesta;Smart Working;Contratto;Junior Friendly;Anni esperienza richiesti;Punti forza per Diego;Punti deboli per Diego;Riassunto AI;Stipendio Min (jobspy);Stipendio Max (jobspy);RAL Stimata AI;Reputazione Azienda;Adatta Neolaureati;Note Azienda;Ricerca usata;Link;Mandata candidatura?
Full Remote IT;7;Valutabile;Salesforce Field Service Consultant;Esprimo S.r.l.;;linkedin;Media;Non specificato;Non specificato;Sì;1;Esperienza con tecnologie avanzate potrebbe essere utile per il ruolo di Salesforce Field Service Consultant;Diego potrebbe non avere esperienza specifica con Salesforce;L'offerta sembra interessante per Diego, in quanto il ruolo di Salesforce Field Service Consultant potrebbe valorizzare le sue abilità di analisi e logica;N/D;N/D;30.000€-40.000€;Sconosciuta;Sì;Esprimo S.r.l. potrebbe essere un'azienda interessante per Diego se offre opportunità di crescita e sviluppo;Junior Salesforce Administrator;https://www.linkedin.com/jobs/view/4364754894;
Full Remote IT;7;Valutabile;Analista funzionale;agap2 Italia;;linkedin;Media;Sì;Dipendente;Sì;0;Il ruolo di Analista funzionale potrebbe valorizzare le sue capacità di analisi e logica;Potrebbe richiedere più programmazione di quanto Diego preferisca;L'offerta sembra adatta per un neolaureato con competenze in informatica e interesse per l'analisi;N/D;N/D;25.000€-35.000€;Buona;Sì;agap2 Italia sembra avere una buona reputazione come datore di lavoro per profili junior;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4374801261;
Full Remote IT;7;Valutabile;Analista funzionale - area banking;SiliconDev S.p.A.;Rome, Latium, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;L'offerta sembra allineata con le sue preferenze per logica e analisi.;Non sono specificate le tecnologie utilizzate.;L'offerta è per un Analista funzionale in area banking.;N/D;N/D;25.000€-35.000€;Buona;Sì;SiliconDev S.p.A. sembra essere un'azienda affidabile.;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4374286701;
Torino;7;Candidati subito;Consultant - Cyber Security | Torino;KPMG Italy;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;esperienza in Cybersecurity;programmazione richiesta;KPMG Italy cerca Consultant - Cyber Security a Torino. Opportunità per neolaureati in Cybersecurity.;N/D;N/D;35.000€-45.000€;Ottima;Sì;KPMG Italy è una delle principali società di consulenza in Italia.;Neolaureato Informatica Torino;https://www.linkedin.com/jobs/view/4354868815;
Torino;7;Valutabile;Product Team Intern – Digital Asset & Fintech;Blox Space;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;L'offerta sembra essere in linea con le sue aspirazioni di lavorare in un ambiente fintech e digital asset.;Manca l'indicazione chiara sul tipo di contratto e sullo smart working.;Offerta di internship per Product Team in Blox Space, azienda fintech.;N/D;N/D;20.000€-25.000€;Sconosciuta;Sì;Azienda Blox Space attiva nel settore fintech e digital asset.;Junior Product Manager Gaming;https://www.linkedin.com/jobs/view/4376721337;
Full Remote IT;7;Valutabile;Automation Application Specialist;Beckman Coulter Diagnostics;Rome, Latium, Italy;linkedin;Media;Sì;Dipendente;Sì;0;L'offerta sembra allineata con le sue preferenze per l'automazione e la logica.;La richiesta di programmazione potrebbe essere un limite se Diego non vuole programmare molto.;L'offerta è per un Automation Application Specialist presso Beckman Coulter Diagnostics, con possibilità di smart working.;N/D;N/D;30.000€-40.000€;Buona;Sì;Beckman Coulter Diagnostics è un'azienda nota nel settore diagnostico.;Junior RPA Developer;https://www.linkedin.com/jobs/view/4367266168;
Torino;7;Valutabile;CyberSecurity Compliance Specialist;MSC Mediterranean Shipping Company;;linkedin;Media;Sì;Dipendente;Sì;0;L'offerta si concentra sulla sicurezza, area di interesse per Diego;Potrebbe richiedere una conoscenza specifica nel campo della compliance;L'offerta riguarda un ruolo di CyberSecurity Compliance Specialist presso MSC Mediterranean Shipping Company, con possibilità di smart working e contratto da dipendente;N/D;N/D;35.000€-45.000€;Ottima;Sì;MSC è un'azienda di trasporto marittimo molto conosciuta e rispettata a livello globale;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4374059063;
Torino;7;Candidati subito;Identity Governance and Access Management Professional;Dedagroup;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;1;L'offerta riguarda Identity Governance e Access Management, aree vicine alle competenze di Diego in Cybersecurity.;L'offerta potrebbe richiedere più programmazione di quanto Diego preferisca.;L'offerta riguarda un ruolo di Identity Governance and Access Management Professional presso Dedagroup. Potrebbe essere adatta per Diego data la sua formazione in Cybersecurity.;N/D;N/D;30.000€-40.000€;Buona;Sì;Dedagroup è un'azienda consolidata nel settore IT.;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4323693267;
Full Remote IT;7;Valutabile;Product Owner & Business Analyst;MC Engineering;Bologna, Emilia-Romagna, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0|1;Ruolo in linea con le sue preferenze per logica e analisi;Mancanza di dettagli sul tipo di contratto e smart working;Offerta interessante per Diego come Product Owner & Business Analyst, in linea con le sue aspirazioni;N/D;N/D;30.000€-40.000€;Buona;Sì;MC Engineering sembra essere un'azienda affidabile nel settore IT;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4375008072;
Full Remote IT;7;Candidati subito;SOC Specialist;Aubay Italia;;linkedin;Media;Sì;Dipendente;Sì;0;L'offerta corrisponde alle sue preferenze per SOC Specialist;Non specificato se è prevista una formazione specifica per il ruolo;L'offerta di Aubay Italia per SOC Specialist sembra adatta a Diego;N/D;N/D;25.000€-35.000€;Buona;Sì;Aubay Italia sembra avere una buona reputazione come datore di lavoro;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4375952528;
Full Remote IT;7;Valutabile;Stage Junior Data Artificial Intelligence - LENE;ENEL;Roma, LAZ, IT;indeed;Media;Sì;Stage;Sì;0;Opportunità di lavorare con AI e progetti innovativi;Richiede esperienza in Data e AI;Stage Junior Data Artificial Intelligence presso ENEL, ibrido, full-time;N/D;N/D;18.000€-22.000€;Ottima;Sì;ENEL è una grande azienda energetica italiana con buona reputazione;Prompt Engineer Junior;https://it.indeed.com/viewjob?jk=d3077d8e42e887bf;
Torino;7;Valutabile;Junior Project Engineer;TXT GROUP;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;Offerta di lavoro come Junior Project Engineer che potrebbe valorizzare le sue competenze in analisi e sicurezza;Non sono specificate le tecnologie utilizzate, potrebbe non essere adatta alle sue competenze specifiche in AI Automation e No-Code;Offerta di lavoro come Junior Project Engineer presso TXT GROUP, potrebbe essere un'opportunità per Diego di entrare nel mondo del lavoro come ingegnere junior;N/D;N/D;25.000€-35.000€;Buona;Sì;TXT GROUP sembra essere un'azienda con una buona reputazione;Junior RPA Developer;https://www.linkedin.com/jobs/view/4328893085;
Torino;7;Valutabile;PPI Test Engineer EMEA;The Goodyear Tire & Rubber Company;Lu, Piedmont, Italy;linkedin;Media;Sì;Dipendente;Sì;0;Il ruolo di Test Engineer potrebbe valorizzare le sue competenze in QA e sicurezza.;Potrebbe richiedere una programmazione più intensa di quanto Diego preferisca.;Ruolo di Test Engineer in The Goodyear Tire & Rubber Company, adatto per neolaureati, con possibilità di smart working.;N/D;N/D;35.000€-45.000€;Ottima;Sì;Azienda multinazionale leader nel settore pneumatici con buona reputazione.;Junior Test Analyst;https://www.linkedin.com/jobs/view/4378481160;
Torino;7;Valutabile;Business Analyst;3HORIZONS;Turin, Piedmont, Italy;linkedin;Bassa;Non specificato;Non specificato;Sì;0;Il ruolo di Business Analyst potrebbe valorizzare le sue capacità di analisi e logica;Potrebbe richiedere competenze che Diego non ha ancora maturato;L'offerta sembra adatta a Diego per il ruolo di Business Analyst, con possibilità di valorizzare le sue capacità di analisi;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Manca informazione sull'azienda;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4317866095;
Full Remote IT;7;Valutabile;Junior Data Analyst;Cerved Group S.p.A;San Donato Milanese, LOM, IT;indeed;Media;Non specificato;Dipendente;Sì;0;Opportunità di lavorare con dati e analisi;Richiede analisi e elaborazione dati, non direttamente legato all'AI Automation;Junior Data Analyst nel team Collection Intelligence di Cerved Group S.p.A;N/D;N/D;25.000€-30.000€;Buona;Sì;Parte di ION Group, uno dei più grandi operatori FinTech internazionali;Junior Data Analyst;https://it.indeed.com/viewjob?jk=e1a623706a61cc5b;
Full Remote IT;7;Valutabile;Junior Data Analyst - Internship;Cerved Group S.p.A;San Donato Milanese, LOM, IT;indeed;Media;Non specificato;Stage;Sì;0;Opportunità di lavorare con dati e analisi;Richiede analisi e lavoro sui dati, non direttamente legato all'AI Automation;Cerved Group S.p.A cerca Junior Data Analyst per il team Collection Intelligence. Lavoro su dati aziendali e analisi di trend.;N/D;N/D;18.000€-22.000€;Buona;Sì;Parte di ION Group, uno dei più grandi operatori FinTech internazionali;Junior Data Analyst;https://it.indeed.com/viewjob?jk=d368ee10f7cb24f6;
Full Remote IT;7;Valutabile;KERING EYEWEAR Stagiaire - IT Digital Support;Kering;Milano, LOM, IT;indeed;Bassa;Non specificato;Stage;Sì;0;Opportunità di lavorare in un'azienda di lusso con un team di innovazione;Non è specificato se ci sono possibilità di crescita a lungo termine;Kering Eyewear cerca uno stagista IT Junior Analyst per il team di IT Digital & Innovation;N/D;N/D;15.000€-20.000€;Ottima;Sì;Kering è un gruppo di lusso globale con una forte presenza nel mercato degli occhiali di lusso;Junior IT Analyst;https://it.indeed.com/viewjob?jk=408b8fd736d51918;
Torino;7;Valutabile;Junior Data Analyst;Banca Sella;Torino, PIE, IT;indeed;Media;Non specificato;Dipendente;Sì;0;L'offerta si concentra sull'analisi dati, in linea con le preferenze di Diego per logica e analisi.;L'offerta potrebbe richiedere alcune competenze di programmazione o data visualization non esplicitate.;Junior Data Analyst in Banca Sella per analisi dati e produzione di reportistica avanzata. Sviluppo di dashboard e contributo a data governance.;N/D;N/D;28.000€-32.000€;Buona;Sì;Banca Sella è uno dei più grandi gruppi bancari privati italiani con una lunga storia di innovazione.;Junior Data Analyst;https://it.indeed.com/viewjob?jk=aa050172f8c2adbb;
Torino;7;Valutabile;Business Data Analyst (f/m/d);Freudenberg Sealing Technologies;Pinerolo, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;Competenze in analisi e logica valorizzate nel ruolo di Business Data Analyst;Richiede probabilmente una certa conoscenza di programmazione;L'offerta sembra adatta per Diego come Business Data Analyst, ruolo che valorizza le sue capacità di analisi;N/D;N/D;35.000€-45.000€;Buona;Sì;Azienda leader nel settore Sealing Technologies;Junior Business Analyst IT;https://www.linkedin.com/jobs/view/4374108944;
Torino;7;Valutabile;ANALISTA FUNZIONALE - Rif. B19AFT;ACTION ICT;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Ruolo di analista funzionale adatto alle sue preferenze;Mancanza di dettagli sul tipo di contratto e smart working;Offerta per analista funzionale, junior-friendly, presso ACTION ICT;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Azienda ACTION ICT poco conosciuta;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4373136678;
Full Remote IT;7;Valutabile;Cyber Security Engineer;agap2 Italia;;linkedin;Alta;Non specificato;Dipendente;Sì;0;Competenze in Cybersecurity valorizzate;Richiede programmazione intensiva;Offerta per Cyber Security Engineer, agap2 Italia, contratto dipendente.;N/D;N/D;30.000€-40.000€;Buona;Sì;Azienda con esperienza nel settore IT;Junior Cybersecurity Analyst;https://www.linkedin.com/jobs/view/4374595174;
Torino;7;Valutabile;V&V Engineer - AEROSPACE;ALTEN Italia;;linkedin;Media;Non specificato;Dipendente;Sì;0;Competenze in ambito tecnico e possibilità di lavorare nel settore aerospaziale;Mancanza di informazioni dettagliate sullo smart working e sul tipo di programmazione richiesta;V&V Engineer in ALTEN Italia, settore aerospaziale, contratto dipendente.;N/D;N/D;30.000€-45.000€;Buona;Sì;ALTEN Italia è un'azienda consolidata nel settore dei servizi tecnici;Junior Technical Analyst;https://www.linkedin.com/jobs/view/4373487080;
Full Remote IT;7;Valutabile;Junior Risk & Compliance;BDO;Milano, LOM, IT;indeed;Bassa;Non specificato;Dipendente;Sì;0;Opportunità di crescita in Risk Advisory Services;Non si concentra direttamente su AI Automation o No-Code;BDO cerca Junior Risk & Compliance per Risk Advisory Services. Offre crescita professionale e possibilità di lavorare su rischi aziendali.;N/D;N/D;30.000€-40.000€;Buona;Sì;BDO è una società di consulenza con forte presenza internazionale;Junior Data Analyst;https://it.indeed.com/viewjob?jk=f397d5c68ca685ff;
Full Remote IT;7;Valutabile;Junior Digital Analyst;The Level Group srl;Milano, LOM, IT;indeed;Media;Non specificato;Dipendente;Sì;0;Possibilità di lavorare all'intersezione di marketing, tecnologia e dati;Richiede lavoro collaborativo con sviluppatori;The Level Group cerca Junior Digital Analyst per supportare lo sviluppo e la manutenzione dell'infrastruttura di tracciamento digitale e analisi;N/D;N/D;25.000€-35.000€;Buona;Sì;Azienda dinamica e imprenditoriale;Junior Data Analyst;https://it.indeed.com/viewjob?jk=cbeba89d1e663843;
Full Remote IT;7;Valutabile;Model Validation Analyst Junior;Cassa Centrale Banca;Trento, TRE, IT;indeed;Media;No;Dipendente;Sì;0;L'offerta si concentra sull'analisi e validazione, aree di interesse per Diego.;La sede è a Trento, mentre Diego è di Torino, potrebbe richiedere trasferimento.;Cassa Centrale Banca cerca Model Validation Analyst Junior nel team di Convalida Interna.;N/D;N/D;30.000€-40.000€;Buona;Sì;Azienda solida nel settore bancario con una missione focalizzata sullo sviluppo economico e sociale.;Junior Data Analyst;https://it.indeed.com/viewjob?jk=e41e4a6eeb408d61;
Torino;7;Valutabile;Validation Engineer;Teoresi Group;Turin, Piedmont, Italy;linkedin;Media;Sì;Dipendente;Sì;0;Ruolo in linea con le sue preferenze per logica e analisi;Non specificato se ci sarà spazio per utilizzare le sue abilità in AI Automation;Validation Engineer presso Teoresi Group, ruolo che potrebbe essere adatto per un neolaureato;N/D;N/D;25.000€-35.000€;Buona;Sì;Teoresi Group sembra essere un'azienda con una buona reputazione;Junior Technical Analyst;https://www.linkedin.com/jobs/view/4356761475;
Torino;7;Valutabile;Technology Support Engineer;The Goodyear Tire & Rubber Company;Lu, Piedmont, Italy;linkedin;Media;Sì;Dipendente;Sì;0;Il ruolo di Technology Support Engineer potrebbe valorizzare le sue competenze in QA e sicurezza.;La richiesta di programmazione potrebbe non essere in linea con la sua preferenza per logica e analisi senza programmazione intensa.;Ruolo di supporto tecnico per The Goodyear Tire & Rubber Company, richiede competenze tecniche e offre smart working.;N/D;N/D;30.000€-40.000€;Buona;Sì;Azienda multinazionale con esperienza consolidata nel settore industriale.;Junior Salesforce Administrator;https://www.linkedin.com/jobs/view/4377769171;
Full Remote IT;7;Valutabile;IT support analyst junior;NTWK;Genova, LIG, IT;indeed;Media;Non specificato;Dipendente;Sì;1;La posizione richiede competenze di analisi e sicurezza che Diego possiede.;La richiesta di programmazione potrebbe essere un limite per Diego che preferisce non programmare molto.;Posizione IT Support Analyst junior presso NTWK, richiede competenze tecniche e di analisi.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;NTWK è un'azienda italiana di ricerca e selezione del personale.;Junior IT Analyst;https://it.indeed.com/viewjob?jk=e94dff8fa15798c1;
Torino;7;Valutabile;Test & Validation Engineer;Teoresi Group;Turin, Piedmont, Italy;linkedin;Media;Sì;Dipendente;Sì;0;Ruolo in linea con le sue preferenze per logica e analisi;Richiede comunque programmazione;Test & Validation Engineer in Teoresi Group, ruolo che potrebbe interessare a Diego per le sue competenze in QA e analisi;N/D;N/D;30.000€-40.000€;Buona;Sì;Teoresi Group è un'azienda consolidata nel settore IT;Junior Technical Analyst;https://www.linkedin.com/jobs/view/4318055051;
Torino;7;Valutabile;Analista Funzionale Junior - Banking Division;Finwave;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;L'esperienza di tirocinio presso Finwave è un vantaggio;Non specificato se l'offerta prevede vibecoding o AI Automation;Offerta per Analista Funzionale Junior in Finwave, divisione Banking;N/D;N/D;25.000€-35.000€;Buona;Sì;Finwave sembra avere una buona reputazione come datore di lavoro;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4378858873;
